Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30
1.817679021,-0.303124576,-0.578226477,0.599278946,0.450110863,-0.579542706,0.608593533,1.265940788,0.836143933,-0.410531905,1.041846461,0.006559117,-0.342032358,0.076429581,-1.254392104,0.979871835,1.104095829,-2.27712744,0.185448279,0.183832687,-0.416664387,0.226287605,0.774566886,-0.984014283,-0.071295193,1.048330917,-0.178211906,1.014584122,0.385897673,-0.353992475,-1.692360738
0.684853669,-0.558823798,-0.07377524,0.208070118,-1.383663084,-0.847598416,-0.787347809,-2.181611974,-0.475666825,1.089571349,0.770078413,-0.902913024,-0.911706073,-1.178941118,-1.826751872,-0.755764185,-0.480703631,0.89286838,-0.141999563,0.202886424,1.808965219,2.601073733,0.99021959,0.81891002,-0.133177155,0.831691061,0.376782295,-0.756911136,1.766633366,-0.474604877,-0.210348728
-3.093607191,-0.390876672,-0.638754166,-2.194788522,-0.321908284,-0.789509034,-0.552482594,2.593372885,-0.592264739,2.116602941,0.893959679,0.637536374,0.491772497,0.980708025,-1.581024201,-1.079219008,0.898068102,-0.091508748,1.79793136,0.123823137,-1.895616729,1.395481635,0.535008857,0.100719237,1.730734446,-0.330716099,1.256279608,0.24542156,1.714230884,-0.250688697,0.619602127
5.298583546,1.629481403,0.384240567,1.668139341,2.637171929,-1.221628078,-0.834489011,0.465612017,0.729459493,0.832297777,-0.654704197,0.272494632,0.998361443,1.995619243,0.922729614,-1.366195797,0.547309277,-1.83775355,-0.291922813,-0.875210827,0.42709557,0.528249446,-0.692610021,-0.937804487,-0.360610196,-2.003357001,0.702279602,-0.784430673,-0.040232619,-0.5504895,-0.305786243
3.54759953,0.923382467,0.656188028,-0.113836579,-0.082338248,-0.235330112,1.74901777,1.222812621,-0.291301815,-0.256765733,0.360229387,0.468723484,-1.858976507,-0.437188936,-1.054076541,-0.522242457,-0.369031327,-0.942214147,1.106110566,-0.712050803,-2.197369428,1.90457173,0.617713908,1.037355771,-1.874184504,-0.124533755,0.489950256,-1.306336771,0.059793696,0.596239326,-0.291467466
0.156262981,-0.034137475,-0.466895767,-0.5300799,1.184369175,-1.695414202,-0.083738335,-0.141206277,-1.076128679,-1.046715959,1.247155989,0.822456955,0.045123077,0.831905948,-1.974985051,-0.833168202,-0.322048603,1.345334578,1.935601769,-1.611574215,-0.26714239,0.085413165,0.167154424,-0.998635981,0.578035211,1.669731083,-0.252702033,-0.075560173,-2.498610831,-1.323093002,1.188071874
3.02886444,0.220249631,1.703440388,0.015912369,0.223937641,0.929936551,-0.120374999,0.999520412,0.766848738,0.347856973,-1.110242059,0.190374498,0.749362635,0.384347188,-0.014515533,-0.879195175,0.143391309,-0.982144082,0.836379197,1.095200929,2.39111295,-0.704137286,0.387937217,0.798462713,-2.382723775,-0.903719624,-1.369145829,0.500124175,0.882734361,0.827633525,-0.196750047
2.335245643,-0.434970375,0.109110909,0.258381805,1.883920769,-2.431088924,0.527422265,-0.918358011,1.158729744,1.872587101,1.028579643,-0.413376027,0.173779304,-0.438775784,-0.565133733,-1.261126679,0.058430652,0.830673794,0.58598126,0.807356133,0.986780997,0.575006806,1.119038058,-0.888336771,0.856820911,0.842306264,-1.443105924,-0.102212819,-0.261568895,0.703108973,-0.142624187
2.220949382,-0.679687858,1.896587691,-0.317220581,0.047099598,-2.349901933,0.377984895,-0.172056279,0.435118722,-0.788037794,0.492368236,-1.01866734,-0.818330777,-1.337165262,0.179386166,2.388468102,0.818074706,0.596554799,-0.322580616,0.411389079,1.108377126,1.070488057,1.076366172,0.428549994,-0.165848284,0.382593098,0.796135382,-1.444285585,1.031992206,2.121205417,0.486389529
-2.47424356,-0.885962301,-2.458160741,-1.512453456,-0.81807503,1.638952322,0.133586143,-0.407724687,0.967729856,0.74530226,-1.953251155,0.602504914,-1.734657156,-0.957224826,0.139034467,0.836181854,-0.874967954,0.561567857,0.332735528,-0.745274282,-0.188769379,-2.208909257,0.644069923,0.197157112,0.741917858,-0.396179108,-1.024630264,-0.284494817,-0.087619048,0.692022751,-0.112473805
-0.223449308,-0.310431555,-1.063064349,0.141088887,-1.57589629,-0.083921579,-0.466131483,0.359585433,0.791675394,-2.231547109,1.927534937,1.377895646,1.686009752,0.470046299,-0.939206205,-2.221176747,0.174848858,0.052508357,0.551847287,-0.800260701,0.132039056,1.542756939,0.252739299,1.277785387,-0.191715488,-0.682830655,-1.624281267,0.194145405,0.696573109,0.54021432,-1.601724892
2.752902535,1.684226314,-0.314351501,1.472584791,-0.535588754,0.560353961,-0.635013255,-0.900981781,-1.556785054,0.4259479,-0.871891393,0.737507548,0.766590159,0.669967103,1.091189886,1.209475381,0.740574362,0.30589615,0.204683777,1.237295614,-0.169670361,-1.56440791,0.527770281,-0.280361353,2.288451803,0.604485617,-0.426971317,1.567332836,1.553068495,1.743458487,-1.721857337
0.832610028,0.259788299,0.195590947,0.093467069,-0.378910645,0.067385206,0.624711127,-2.242070285,-0.41680601,0.377672356,2.033892388,0.677121639,-0.420835512,1.390045346,-0.206467218,0.166416448,-1.0457511,0.68299486,-0.634078028,-0.828714599,-0.871317009,-3.151030672,0.139239335,1.500433511,0.912197528,-0.766211921,-0.445747428,1.122384239,0.674874938,0.397599797,-0.107385052
2.460657635,-0.273496262,-0.149492948,0.081861409,0.303633111,-1.380849493,-0.757570644,0.080616503,-0.065733514,0.115105298,0.293011922,0.73702143,-2.775895987,1.013460911,0.494402846,1.40513178,-0.860226994,0.072511781,2.141885352,0.869718042,-1.281811384,0.608736046,-1.490649247,-0.785361693,-0.401954925,-0.28981996,-0.192162265,1.033550325,1.370994293,0.794556566,-0.283690705
-0.415828671,-1.831844789,0.828327943,0.804665111,-0.644197727,0.328259979,0.647178478,1.322116465,-0.967072403,0.165234103,-0.379784127,1.215691177,0.860554104,-0.57224403,0.230015987,-1.138611187,-2.647033862,-0.179780413,-0.551386416,0.661222073,-1.075625472,-0.153865306,1.752898107,-0.25975173,-1.473119959,-1.329821736,0.187474455,-0.426877908,1.104109651,-0.101041031,-1.259568915
2.432526877,0.180815586,1.340822491,-1.179460063,0.7088225,-0.192702982,-1.349807736,0.182832591,1.288992763,0.812583612,-0.40383637,1.172160499,-0.2743001,-1.567910966,-0.438967274,1.230921004,1.519626304,0.527178618,-2.182506685,-0.241254826,0.427742604,0.144459095,-1.02770119,1.043395851,1.499792701,1.348460995,-0.065011138,-1.843187386,0.142554779,1.509328125,0.708899462
6.461537764,-0.095325405,1.309884961,1.582407826,1.557088391,-0.602687185,-0.27178695,-1.277420967,-1.223632505,0.829952455,0.657530342,1.405879182,1.593487027,2.500420903,0.251361743,-0.197329338,1.169414124,-1.404982365,1.036169685,-1.715754724,0.638104318,-0.743821523,0.111099472,-0.515837549,-0.015676844,-2.498774939,1.027029588,-0.720377615,0.587213596,0.259695561,0.725056879
1.38262868,0.067000656,0.066636122,0.368270186,-1.046665454,0.77495606,1.36299331,-0.804248103,0.074852236,-0.991706401,-0.719548903,2.180100482,-0.583126242,1.141526559,0.538102051,0.501288554,0.562718691,-1.178752214,-0.363155265,0.694581265,-1.554305791,-0.676757807,-0.687512049,0.284258208,1.702660214,0.954203417,0.297239756,1.823799051,0.107796675,0.333969946,0.75117802
1.624927489,-0.157169548,-0.323184783,0.893170631,0.950241596,0.310615346,0.978695377,0.314452691,-1.362727923,-0.927581723,-0.062103959,0.434376623,-0.044264805,-0.577202633,1.274298774,2.202601756,1.3256854,0.232708233,-1.59165108,1.736547798,-1.549424744,-0.966383681,0.634960655,0.461842963,-0.525420672,-0.678984437,0.315268845,0.636591527,1.506891085,1.778765864,-1.059087821
1.307374165,-0.429124387,1.370366085,-0.458356946,0.445557557,0.548006077,-1.015414823,0.720844362,-0.5950125,-0.385979216,1.143529581,-2.026988331,0.341159016,-0.111046306,-1.152957989,-0.581704091,0.477048156,0.675999975,-0.491903502,-0.305373023,1.56051741,0.444737195,-0.690062762,-0.618331144,0.059029724,0.106716455,-0.602656197,-0.28092341,-1.560458227,-1.878312058,-0.741785237
0.25011075,-0.114650692,0.277434461,-0.666338882,0.610448482,-0.344234694,1.033964109,-0.655769186,0.539485697,1.013284282,0.411774351,0.508406328,-0.894703573,0.79334399,0.766281738,-0.549684184,1.4506257,0.443807465,1.151620292,-0.286029872,0.10748102,-1.216124936,-1.622332804,-2.194599361,-0.557121054,-0.296005202,1.797972152,-1.129097925,0.066999136,-1.586562349,-0.077700033
1.019972431,0.646500522,-0.904465732,-0.428975224,0.473838989,0.297981553,0.252792292,-0.131851425,0.403355073,-0.708439916,-0.195791204,0.772022146,-0.081693673,-1.444207369,-0.217067063,-1.030659074,-1.739976885,-1.115828662,-0.881407892,-0.178645074,-0.46130564,0.219729268,0.17751046,1.330014446,-0.469723135,-1.870497451,0.721355234,-0.361536236,0.565169296,-0.372808697,0.200213443
0.654927453,-0.586704367,0.087276152,0.882988763,2.096093549,-0.445618667,-0.769087902,-0.550859599,-0.624669437,-0.157175313,0.114946613,0.073220636,-0.490910447,-0.243599838,0.301183878,1.350988936,0.12437075,-0.132390726,-0.213817868,0.345683333,-1.061396548,0.570337114,-1.21931789,1.828865382,0.502218519,0.466232672,0.893274227,-0.24172091,0.184645549,-1.280286725,-0.336209763
1.984116033,0.792625452,-0.646711389,-0.307553541,-1.139193112,1.507124124,-0.814571382,-0.312615056,2.21945157,-0.789845172,1.902938155,1.18318758,0.991723,-0.286728269,-0.900383769,-0.95692948,0.135626159,-1.310214907,-0.962867712,-1.766945475,-0.063617558,-0.092382493,1.631056256,-0.588348716,0.024716402,-1.622726965,-1.214663788,-0.647245174,0.627488932,-0.040803759,-0.641272579
