Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30
-0.863663519,-1.114714216,0.415289343,-0.934460231,-0.194914808,0.885774992,-0.226976816,1.141832739,-0.234494992,-0.130206291,0.226581763,-0.41729449,0.539677223,0.539517805,-0.696165826,0.220428197,0.984444967,-0.117177261,-1.866667193,-0.225692723,1.079256194,-0.790788853,0.989950337,-0.912849063,-0.481351748,-0.974565984,0.013796945,0.75334931,-1.11907474,-0.109320741,0.789638138
1.050649151,-1.156362626,-0.256680407,1.373132287,0.291087418,-0.419549139,1.335174844,-0.192116977,-1.451829642,-1.971130528,-1.263370811,0.458030889,1.49515716,0.733301683,-0.932543123,0.649066311,0.342153655,-0.068799979,0.924393594,-0.052884309,-0.805132414,0.034539604,0.60501387,0.077768557,0.478214086,0.386719083,0.534573216,-0.514157311,-1.41290429,-0.852404877,0.521163092
0.138458269,-1.537909414,-0.018957588,0.848494583,-2.449824275,-0.66261998,0.310831728,1.533577545,-2.040446859,1.016848019,0.38782843,-0.356439431,-1.121478025,-0.178754492,-3.109162203,-0.559205636,-1.338360717,0.032805577,-0.22311136,0.806616639,0.546541258,1.139183645,0.793947817,-0.901943358,1.354139068,0.134854906,-1.301930807,-0.096419189,-1.811447985,0.827846538,1.329875995
2.155802443,0.90573354,-0.465637878,0.778480613,-0.443070468,0.174261374,-0.745690085,1.756661901,0.342947559,-1.125487164,0.242935963,-0.410900218,0.595678595,-0.839025074,-0.643235879,-1.778540786,-0.730239061,-0.502497527,-0.179314554,0.535042716,-0.077535269,0.642052078,-1.804016668,0.806546307,-0.035156493,-1.960153119,-0.837904922,0.715705876,-0.316523527,2.772831481,-0.377080393
0.622372808,-0.522320197,-0.503716348,-0.190282546,0.357015084,-0.014677564,-0.000775589,0.058590092,-0.169721531,0.617895477,-1.733082438,0.740822754,-1.723105487,0.30995621,1.244297445,-0.599577004,1.408471949,0.416855482,0.182216483,-0.09108045,0.545236257,0.32240207,-0.284435105,0.369428389,0.173208416,0.699314883,0.160133737,0.878170859,-0.127284317,0.447296112,-1.470043479
2.455410488,-0.436799508,-1.160631713,3.470021509,-0.365331949,-0.590079979,-0.414682437,0.437402179,2.631799266,-0.440177155,1.847769586,-0.523814489,-0.890900922,-1.138024758,-0.655743679,0.024972722,0.127125556,2.267329076,-0.652965255,0.123966567,0.52310864,-1.784728286,0.2921042,-1.071369687,0.987644726,-0.774719538,0.575690189,1.539525457,-2.320261644,-0.486136301,-1.832982928
-1.074225054,-0.026944745,-0.998543777,-0.341674039,-0.217676402,-0.31716983,0.578978673,0.291592674,-0.977206849,-0.315054213,1.415161986,-0.989757266,-1.082745388,-0.833300883,0.040977752,0.044882904,0.847859153,-0.475725229,-0.583995364,0.240574981,0.61768147,-0.247290524,0.278977057,0.092535619,1.144967323,1.258069082,-1.475609783,0.110642227,0.697638206,-0.91454002,-1.334561517
3.862083025,0.802508169,0.536149624,1.712087596,0.595265494,-0.658382618,-0.709349483,2.86487449,-0.319933062,-0.340578669,0.236971763,0.515835398,-0.499751551,-0.886656627,-0.451424678,0.0129969,0.111035108,-0.915819171,1.531413397,0.010608879,-0.080924809,-0.556712606,0.338928606,1.036475154,-0.196228049,0.600748067,-0.054351778,0.427812572,-1.658394283,0.221577102,-1.896069045
6.077833445,1.986005822,0.120288606,1.748774245,1.18309476,-0.016374932,-0.899937032,-1.127935095,-0.16563146,-0.610122834,1.315660527,0.909460628,-0.146276013,0.561586492,-1.7360494,0.32981309,-1.148194984,-0.906184856,-2.119712973,0.78684846,0.209945879,0.884947091,1.179489359,-2.151110973,0.472251995,0.098860695,1.335082806,1.110784292,-0.110494624,-0.617140299,-1.954266139
2.413621807,1.599286064,-0.166811676,0.934027697,-2.613952948,1.459285447,1.709797456,0.253139431,0.13407815,1.213406559,0.37404376,-0.463116023,-2.419116581,0.229025361,-1.066599712,-0.199500017,-1.884741053,0.367886053,-1.838063968,-0.985253882,0.675748382,0.007676792,-1.94334468,0.603713854,-0.297345367,1.358058976,-1.39037549,1.586383141,-2.387610246,-0.212392803,-0.20612022
