Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30
3.170791982,2.21047126,0.618229557,-0.66076667,0.141874888,-0.655971247,0.042050177,-0.155993759,0.725030715,-0.992987819,-0.053982364,-1.425209033,-0.767834477,-0.139038923,0.126612258,-1.936261767,-1.426113555,0.708681093,-0.245612591,-0.247193228,-2.163221113,0.745426786,-0.092990122,-0.771673154,-1.660090317,-0.49183593,-0.131214896,-0.658259009,2.309953443,0.838064117,0.607840879
0.620736845,-0.503439266,0.79431273,-0.362578984,-1.946190645,-0.008401331,-0.013168184,0.615203572,0.359041869,0.217311729,-0.400711414,-0.029574076,-2.62352658,-0.241394584,-0.662541349,0.90937514,1.022117149,1.008585785,0.144891822,1.283418522,0.098116194,0.186426139,-1.542784851,1.381492021,2.200598192,-1.507829082,0.443906521,-0.791839849,0.519620565,-0.700050565,0.756976428
0.011197114,0.092161188,-0.599246124,-1.777002635,-2.249935854,0.514402187,0.551600919,0.794626074,1.701150816,1.141593536,-0.90955664,0.793695229,1.325744607,0.084913044,1.018521606,-0.049549253,-0.80386044,0.501951848,0.08249214,1.534683239,0.257793152,0.140858417,-0.146819538,1.593230505,1.169559164,-0.113879813,0.775928883,0.402119717,0.450584405,2.191622762,1.683275451
0.1571103,-0.201273182,-1.526424742,1.421607041,0.691065468,-0.221969054,-1.322494153,-1.759764668,-1.539821248,-1.225576575,-0.511639087,-0.04735555,-1.466667271,1.994666782,-0.800392434,1.397636886,1.325806327,-0.905304895,-0.013398775,0.052991249,-0.229905626,-0.997461162,1.179377854,-1.79084364,0.872365012,2.484404153,0.498922069,0.680204827,-0.092561821,-0.34536343,-1.451761018
3.01373805,-1.425510473,0.916401162,1.788042818,-1.56685884,-0.301921297,-0.447298925,0.822984261,-1.564636185,0.229230616,0.031192835,0.011209153,0.665835817,0.253719736,-0.987688606,0.219322574,1.727204397,0.907406751,-0.250351163,0.344421604,-0.208671864,-0.999339516,-0.910999077,-0.470853437,0.176171934,1.682236337,-0.744565825,-0.925697803,0.366666057,-1.199011441,0.95983984
4.498238467,1.926705897,-1.106452714,0.908010185,-1.466055697,-0.262237715,0.738153597,-0.085750893,0.323055339,0.686308391,0.068873954,-1.867354648,-1.176827241,0.099926224,-0.793989717,-1.178887987,-0.480480599,0.317063774,0.358007167,0.537901337,0.386752625,0.339460476,1.35256648,-0.517391394,-0.491120677,0.671115663,0.05452871,0.49017995,-0.339626372,-1.616830943,0.619377777
-0.566083328,2.075938752,-1.531348034,-0.216429347,1.084186324,-1.11906009,-1.635928979,0.231894698,-1.287859806,0.508677454,0.59170205,0.24455241,-1.177213884,-1.170508455,2.098508883,-0.264022503,-0.922863785,0.991224295,0.453087214,0.355105394,-0.08595568,-0.055466317,0.730676462,-0.457093467,-1.159639364,-0.683002213,0.761216669,-0.347398924,0.40562628,-1.06347925,0.792107014
0.533397264,0.316311457,0.087201479,-0.449311269,-0.560563278,1.693921667,-0.674668686,0.853286677,-1.674839232,-0.280516952,1.40144549,-0.134891563,2.10108179,0.368591462,-0.313883035,1.3192465,0.135339579,-0.373315348,0.244517268,0.277594115,-1.167897391,0.41970469,-2.243308997,2.014077273,-0.920221272,0.356401234,1.029066278,-0.345199561,0.8569314,-1.619519633,0.678284708
-1.824501057,-0.264275548,-0.405270863,-1.956551263,-0.31169651,-0.265785938,0.321602587,0.495901421,0.740889456,0.598786444,0.490768406,-0.687857375,-0.747196125,1.025755782,-0.070059086,-0.332605798,0.53451368,-0.313711975,-0.407495721,0.408630351,-0.094347198,0.422897009,0.94195871,-0.588619522,0.217087789,0.165436317,-0.90893266,1.485436952,0.889946717,-0.327783796,1.325361661
-0.303985717,-0.751630768,-1.177627532,0.417530534,-2.405471059,-0.36845201,0.154315245,-0.340077496,-0.030040339,0.028243937,-0.198432142,-1.202859212,-1.111138638,0.532583567,-0.862467294,0.152475639,0.793455793,-0.049007649,-0.160825614,-1.385369984,0.345783088,0.982289895,-0.200146276,-0.134935868,-2.171540458,0.757176923,0.488956124,1.06656539,-0.660344486,-1.40763873,1.053425709
1.653726515,1.954591553,0.388221677,-1.054951222,-0.472727426,0.243313054,2.801294622,0.336388726,-0.749989905,1.553120599,-0.54477665,0.7731412,-0.173512636,0.808444026,-1.607636408,-0.511766038,-0.644870447,0.265856729,-0.987395802,1.803006197,-2.060382703,0.651884421,-1.807911201,-1.632260012,0.217606182,-0.194191399,-0.269545557,0.741678414,0.986345713,-0.718929127,-0.772563934
0.413997702,-0.880265417,-1.14471605,0.745214775,0.986173511,-1.920294242,-0.852493611,-0.691365194,-0.20889197,-1.330101567,-1.209268676,1.690960934,0.61572933,0.462882872,1.113708826,0.867781939,-0.327712868,1.106712835,-0.008477165,-0.494141567,-1.366035172,-0.910785926,-1.558551285,0.621018959,0.477109357,0.226083116,-0.451105116,0.001820971,-0.795846654,-1.280072059,-0.452609027
1.445893044,1.100809409,-0.602126648,-0.500884277,-0.143823902,-2.822322676,0.711242219,-1.243703826,0.556913488,-0.245919928,-1.611937284,-0.261530408,1.063916789,-0.957577413,1.62480057,-0.826232241,-0.003069863,-1.471869124,1.257154966,0.836472421,-0.134166324,0.69526559,-0.406606331,-0.887003079,1.369480612,0.969495723,0.508467172,1.084376751,0.786878522,-0.227285765,-1.457477398
-0.144628667,-0.980222839,-0.042411034,-0.09336447,-0.187430397,0.452184803,-0.472414522,0.942276403,0.029411584,-1.088834156,0.770389007,-0.785840872,0.7306066,0.394456715,1.435632332,0.157618312,0.047288186,0.843058495,-0.733274301,-0.408977029,0.177118844,0.707193092,-1.014562724,-0.848425058,0.146489477,1.317079034,0.3870715,-0.117893077,-0.20748043,-0.054008272,-0.511280667
1.230134725,1.369835128,-1.384993662,-0.207658521,0.455588477,-0.775322613,0.24693866,-0.03470481,-1.117424723,0.445449394,0.949959108,0.744951404,0.020424057,-0.695195625,-0.098005598,0.059470173,0.467557095,-1.366149641,0.491735465,0.620326899,-0.842128099,0.379416829,-0.031861037,-0.570193508,-0.521756997,-2.275954973,0.626656538,-0.719083833,0.090523051,0.165338353,1.680935752
0.871534725,0.53464773,-0.620865635,0.79896112,-0.700690626,-1.613888568,-0.63692431,0.651969059,1.038037866,-0.079565971,0.436044401,-0.242722511,-0.635874554,0.26187348,-0.201694381,-1.312056211,1.401521124,1.171251921,-1.49348325,0.559869468,-0.084442696,1.248409011,0.761241404,0.735607424,-0.454721298,0.388672143,1.425089111,-0.785188665,-0.382565842,-0.122550553,1.411157835
2.087513136,-0.482935017,0.126032825,0.818356743,-0.262680794,1.508470578,1.401572255,0.289145384,1.043169334,0.262034186,0.005760482,-0.612053777,-0.414793613,0.454535158,1.781238935,-0.721410258,-0.509435904,-2.73604276,1.276785226,-0.085527679,-1.314197142,1.275566906,-0.049335684,1.546189519,0.201758999,-0.899357426,1.288610392,-0.247886456,0.413521636,1.504276607,0.615808705
2.832154304,0.973873757,0.463848803,0.455985702,1.59329266,-1.082873602,-1.324420715,-0.49541923,-0.168563726,-0.521004562,-0.706519408,-1.494245568,-0.681777495,-0.060336792,-0.175977115,-1.328027331,0.809750575,-1.217351135,-0.53317818,1.362985803,-0.483053635,-1.611126715,0.063785473,0.552999453,0.521252451,-0.64903815,-0.448846701,-0.930820216,0.893418793,1.25275358,1.833916571
1.242934748,0.421544189,0.692543583,-0.553352703,2.553653574,0.476336335,2.401116142,-1.194840425,-0.334908372,-1.472331953,1.183282902,0.142707009,-0.55659041,1.768860262,-0.553056522,0.125143003,-0.878482367,-0.612229275,-0.222433478,0.255661319,0.166624554,-0.217876334,-0.011757168,2.089368523,-0.844696134,-1.479712603,0.603646812,0.463860269,0.430537898,-0.024599983,-0.349432694
